kd_kel;kd_kec;nm_kel
3216142003;321614;Sukakarya
3216142004;321614;Sukalaksana
3216142005;321614;Sukajadi
3216142006;321614;Sukakarsa
3216142007;321614;Sukamakmur
3216152001;321615;Sukamulya
3216152002;321615;Sukamanah
3216152003;321615;Sukahurip
3216152004;321615;Sukaasih
3216152005;321615;Sukarukun
3216152006;321615;Banjarsari
3216152007;321615;Sukadarma
3216162001;321616;Jayabakti
3216162002;321616;Jayalaksana
3216162003;321616;Sindangsari
3216162004;321616;Sindangjaya
3216162005;321616;Setialaksana
3216162006;321616;Setiajaya
3216162007;321616;Lenggahjaya
3216162008;321616;Lenggahsari
3216172001;321617;Pantai Mekar
3216172002;321617;Pantai Bahagia
3216172003;321617;Pantai Bakti
3216172004;321617;Pantai Harapanjaya
3216172005;321617;Pantai Sederhana
3216172006;321617;Jayasakti
3216182001;321618;Cijengkol
3216182002;321618;Lubangbuaya
3216182003;321618;Burangkeng
3216182004;321618;Ciledug
3216182005;321618;Cibening
3216182006;321618;Taman Sari
3216182007;321618;Taman Rahayu
3216182008;321618;Cikarageman
3216182009;321618;Ragamanunggal
3216182010;321618;Muktijaya
3216182011;321618;Kertarahayu
3216192001;321619;Cibatu
3216192002;321619;Sukasejati
3216192003;321619;Ciantra
3216192004;321619;Sukadami
3216192005;321619;Sukaresmi
3216192006;321619;Serang
3216192007;321619;Pasirsari
3216202001;321620;Cicau
3216202002;321620;Sukamahi
3216202003;321620;Pasiranji
3216202004;321620;Hegarmukti
3216202005;321620;Jayamukti
3216202006;321620;Pasirtanjung
3216212001;321621;Sukaragam
3216212002;321621;Sirnajaya
3216212003;321621;Sukasari
3216212004;321621;Jayamulya
3216212005;321621;Nagacipta
3216212006;321621;Nagasari
3216212007;321621;Cilangkara
3216212008;321621;Jayasampurna
3216222001;321622;Sirnajaya
3216222002;321622;Ridogalih
3216222003;321622;Ridomanah
3216222004;321622;Wibawamulya
3216222005;321622;Cibarusah Kota
3216222006;321622;Cibarusah Jaya
3216222007;321622;Sindangmulya
3216232001;321623;Karangmulya
3216232002;321623;Karangindah
3216232003;321623;Bojongmangu
3216232004;321623;Sukabungah
3216232005;321623;Sukamukti
3216232006;321623;Medalkrisna
